time,Day,Harga Pasar,Curah Hujan,IsHarvestMonth,IsBigMonth
2024-07-05,Friday,14200,15.6,1,0
2024-07-06,Saturday,14200,10.9,1,0
2024-07-07,Sunday,14200,13.8,1,0
2024-07-08,Monday,14200,6.0,1,0
2024-07-09,Tuesday,14200,31.5,1,0
2024-07-10,Wednesday,14200,4.8,1,0
2024-07-11,Thursday,14200,2.4,1,0
2024-07-12,Friday,14200,0.2,1,0
2024-07-13,Saturday,14200,3.1,1,0
2024-07-14,Sunday,14200,0.5,1,0
2024-07-15,Monday,14200,0.4,1,0
2024-07-16,Tuesday,14200,3.2,1,0
2024-07-17,Wednesday,14200,1.2,1,0
2024-07-18,Thursday,14200,0.8,1,0
2024-07-19,Friday,14200,4.4,1,0
2024-07-20,Saturday,14200,0.5,1,0
2024-07-21,Sunday,14200,0.0,1,0
2024-07-22,Monday,14200,0.1,1,0
2024-07-23,Tuesday,14200,0.0,1,0
2024-07-24,Wednesday,14200,0.0,1,0
2024-07-25,Thursday,14200,0.0,1,0
2024-07-26,Friday,14200,1.6,1,0
2024-07-27,Saturday,14200,1.2,1,0
2024-07-28,Sunday,14200,5.2,1,0
2024-07-29,Monday,14200,2.5,1,0
2024-07-30,Tuesday,14200,5.3,1,0
2024-07-31,Wednesday,14200,5.7,1,0
2024-08-01,Thursday,14200,17.6,1,0
2024-08-02,Friday,14200,11.6,1,0
2024-08-03,Saturday,14200,29.8,1,0
2024-08-04,Sunday,14200,10.5,1,0
2024-08-05,Monday,14200,33.0,1,0
2024-08-06,Tuesday,14200,18.6,1,0
2024-08-07,Wednesday,14200,16.5,1,0
2024-08-08,Thursday,14200,1.9,1,0
2024-08-09,Friday,14200,4.5,1,0
2024-08-10,Saturday,14200,30.1,1,0
2024-08-11,Sunday,14200,18.4,1,0
2024-08-12,Monday,14200,7.7,1,0
2024-08-13,Tuesday,14200,10.7,1,0
2024-08-14,Wednesday,14200,36.0,1,0
2024-08-15,Thursday,14200,22.4,1,0
2024-08-16,Friday,14200,11.6,1,0
2024-08-17,Saturday,14200,19.1,1,0
2024-08-18,Sunday,14200,42.4,1,0
